user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
210880,355,662,4464,7504.0,1110,0
383963,472,737,801,5890.0,926,0
148909,472,737,801,5890.0,922,0
148909,472,737,801,5890.0,923,2
148909,472,737,801,5890.0,923,0
148909,472,737,801,5890.0,923,0
148909,472,737,801,5890.0,923,0
222040,360,601,1294,3007.0,524,0
59812,391,1438,4687,277.0,1111,0
59812,391,1438,4687,277.0,1111,0
59812,391,1438,4687,277.0,1111,2
59812,391,1438,4687,277.0,1111,0
103113,418,1438,2813,5818.0,831,0
24746,472,737,801,5890.0,923,2
92147,457,1397,651,8353.0,1110,0
378031,338,1142,2721,3954.0,1106,0
378031,338,1142,2721,3954.0,1106,0
137586,397,1188,4322,4131.0,1110,0
384990,425,1604,158,99.0,612,0
28044,368,1611,1816,2044.0,1111,0
28044,368,1611,1816,2044.0,1111,2
347740,467,151,1056,1439.0,824,0
124018,368,1611,1816,2044.0,1111,0
157149,467,151,1056,1439.0,922,0
183299,387,184,3449,7394.0,626,0
192344,344,1213,2929,7911.0,704,0
192344,344,1213,2929,7911.0,704,0
192344,344,1213,2929,7911.0,708,0
192344,344,1213,2929,7911.0,704,0
137871,425,1604,158,99.0,830,0
112999,472,737,801,5890.0,925,0
37421,467,151,1056,1439.0,1107,0
423630,457,1397,651,8353.0,925,0
211102,472,737,801,5890.0,925,0
211102,472,737,801,5890.0,925,0
31877,432,1228,1365,2297.0,720,0
31877,432,1228,1365,2297.0,802,0
146183,467,151,1056,1439.0,1109,0
146183,467,151,1056,1439.0,1109,0
108270,365,1213,1364,6326.0,1109,0
72064,425,1604,158,99.0,729,0
125462,337,1505,1221,7734.0,622,0
52665,368,1611,1816,2044.0,1111,0
52665,368,1611,1816,2044.0,1111,0
263226,476,812,442,7090.0,620,0
8532,424,662,3432,5093.0,1111,0
8532,424,662,3432,5093.0,1111,0
8532,424,662,3432,5093.0,1102,0
8532,424,662,3432,5093.0,1102,0
8532,424,662,3432,5093.0,1102,0
8532,424,662,3432,5093.0,1102,0
8532,424,662,3432,5093.0,1102,3
38089,477,420,1784,7936.0,1105,0
141137,371,664,962,5052.0,1111,0
182406,477,420,1784,7936.0,1111,0
304643,457,1397,651,8353.0,1111,0
304643,457,1397,651,8353.0,1111,0
304643,457,1397,651,8353.0,1110,0
62156,368,1611,1816,2044.0,1102,0
95070,444,387,830,6866.0,523,0
204644,472,737,801,5890.0,923,0
204644,472,737,801,5890.0,923,0
122187,368,1611,1816,2044.0,919,0
61463,372,1112,4801,8424.0,1014,0
153778,425,1604,158,99.0,722,0
257601,376,184,4834,4471.0,801,0
222054,467,151,1056,1439.0,717,0
72674,472,737,801,5890.0,923,0
72674,472,737,801,5890.0,923,0
101024,472,737,801,5890.0,923,2
101024,472,737,801,5890.0,923,0
341389,472,737,801,5890.0,925,0
313860,368,1611,1816,2044.0,1027,0
96577,457,1397,651,8353.0,1103,0
119023,472,737,801,5890.0,921,0
194750,472,737,801,5890.0,1029,0
240883,366,308,4738,6220.0,1002,0
216539,472,737,801,5890.0,924,0
216539,472,737,801,5890.0,924,0
216539,472,737,801,5890.0,924,0
216539,472,737,801,5890.0,924,0
216539,472,737,801,5890.0,926,0
216539,472,737,801,5890.0,923,0
216539,472,737,801,5890.0,923,2
216539,472,737,801,5890.0,923,0
216539,472,737,801,5890.0,923,0
405517,449,40,1102,1214.0,622,0
56541,424,662,3432,5093.0,1025,0
84442,467,151,1056,1439.0,1111,2
405454,457,1397,651,8353.0,1110,0
388977,425,1604,158,99.0,719,0
297062,472,737,801,5890.0,1013,0
225853,424,662,3432,5093.0,1111,0
225853,424,662,3432,5093.0,1111,0
225853,424,662,3432,5093.0,1111,0
225853,424,662,3432,5093.0,1111,2
225853,424,662,3432,5093.0,1111,0
175564,425,1604,158,99.0,614,0
362625,472,737,801,5890.0,926,0
368499,380,36,3560,2446.0,829,2
368499,380,36,3560,2446.0,829,0
422010,457,1397,651,8353.0,1110,0
422010,457,1397,651,8353.0,1109,0
161705,472,737,801,5890.0,924,3
215312,353,163,2201,2043.0,1024,0
311069,425,1604,158,99.0,621,0
154826,477,420,1784,7936.0,1111,2
323850,449,40,1102,1214.0,709,0
187904,424,662,3432,5093.0,1111,0
187904,424,662,3432,5093.0,1111,0
44563,457,1397,651,8353.0,1110,0
272752,472,737,801,5890.0,924,0
272752,472,737,801,5890.0,924,2
272752,472,737,801,5890.0,924,0
292680,457,1397,651,8353.0,1110,0
239743,432,1228,1365,2297.0,522,0
239743,432,1228,1365,2297.0,522,0
150030,425,1604,158,99.0,710,0
376492,452,1034,3534,8108.0,925,2
376492,452,1034,3534,8108.0,925,0
26441,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,2
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,923,0
189247,472,737,801,5890.0,926,0
69200,457,1397,651,8353.0,1111,0
69200,457,1397,651,8353.0,1105,0
69200,457,1397,651,8353.0,1105,0
258885,467,151,1056,1439.0,1101,0
215923,472,737,801,5890.0,920,0
137524,337,1505,1221,7734.0,525,0
137524,337,1505,1221,7734.0,525,0
137524,337,1505,1221,7734.0,525,0
363540,418,1438,2813,5818.0,1109,0
313304,368,1611,1816,2044.0,1110,0
313304,368,1611,1816,,1110,1
313304,368,1611,1816,2044.0,1110,0
22948,325,662,4070,4998.0,917,0
294294,424,662,3432,5093.0,1018,0
23703,457,1397,651,8353.0,1107,0
26845,472,737,801,5890.0,925,2
53494,345,469,3085,2153.0,1111,0
53423,472,737,801,5890.0,1101,0
3882,391,1438,4687,277.0,910,0
416731,424,662,3432,5093.0,1111,0
257042,427,1349,4301,3650.0,1002,0
257042,427,1349,4301,3650.0,1002,0
113439,457,1397,651,8353.0,1030,3
301755,472,737,801,5890.0,924,2
301755,472,737,801,5890.0,924,0
301755,472,737,801,5890.0,924,0
301755,472,737,801,5890.0,924,0
301755,472,737,801,5890.0,924,0
301755,472,737,801,5890.0,924,0
301755,472,737,801,5890.0,929,0
301755,472,737,801,5890.0,924,0
399643,424,662,3432,5093.0,1110,0
253629,368,1611,1816,2044.0,915,0
323479,476,812,442,7090.0,1019,0
355079,467,151,1056,1439.0,1110,0
355079,467,151,1056,1439.0,1110,0
302957,449,40,1102,1214.0,811,0
65418,428,946,1963,6109.0,1107,0
349289,425,1604,158,99.0,721,0
17766,424,662,3432,5093.0,1111,0
17766,424,662,3432,5093.0,1111,0
17766,424,662,3432,5093.0,1111,2
17766,424,662,3432,5093.0,1107,0
17766,424,662,3432,5093.0,1107,3
105213,467,151,1056,1439.0,1111,0
105213,467,151,1056,1439.0,1105,0
105213,467,151,1056,1439.0,1105,0
105213,467,151,1056,1439.0,1105,0
105213,467,151,1056,1439.0,1105,3
105213,467,151,1056,1439.0,1105,0
277064,472,737,801,5890.0,923,0
277064,472,737,801,5890.0,923,0
277064,472,737,801,5890.0,923,0
277064,472,737,801,5890.0,923,0
277064,472,737,801,5890.0,923,2
277064,472,737,801,5890.0,923,2
242420,424,662,3432,5093.0,1111,2
141033,424,662,3432,5093.0,1108,0
141033,424,662,3432,5093.0,1101,0
74192,467,151,1056,1439.0,924,0
74192,467,151,1056,1439.0,924,0
26265,428,946,1963,6109.0,1031,0
303285,424,662,3432,5093.0,1107,0
409786,323,1397,3677,5434.0,1110,0
396953,329,1505,957,6313.0,812,0
154074,459,2,2813,5818.0,1111,0
238755,472,737,801,5890.0,925,0
73068,472,737,801,5890.0,923,0
73068,472,737,801,5890.0,923,2
73068,472,737,801,5890.0,922,0
73068,472,737,801,5890.0,922,0
73068,472,737,801,5890.0,925,0
70316,467,151,1056,1439.0,903,0
70316,467,151,1056,1439.0,903,0
70316,467,151,1056,1439.0,1111,0
211373,467,151,1056,1439.0,1006,0
211373,467,151,1056,1439.0,704,0
149123,472,737,801,5890.0,924,2
149123,472,737,801,5890.0,924,0
177452,459,2,2813,5818.0,1111,0
177452,459,2,2813,5818.0,1111,0
177452,459,2,2813,5818.0,1111,0
331253,472,737,801,5890.0,924,0
313,476,812,442,7090.0,523,0
313,476,812,442,7090.0,523,0
118492,321,119,2193,3591.0,1111,2
118492,321,119,2193,3591.0,1111,0
316719,467,151,1056,1439.0,1111,0
316719,467,151,1056,1439.0,1111,0
402621,368,1611,1816,2044.0,1003,0
378812,408,1388,4659,7628.0,718,3
408926,449,40,1102,1214.0,817,0
44868,424,662,3432,5093.0,1111,3
172638,337,1505,1221,7734.0,615,0
136053,467,151,1056,1439.0,1111,0
198511,368,1611,1816,2044.0,913,0
198511,368,1611,1816,2044.0,912,0
80562,448,1583,4663,4234.0,1103,0
315054,390,464,235,2020.0,720,0
82836,387,184,3449,7394.0,1014,3
82836,387,184,3449,7394.0,816,0
361835,467,151,1056,1439.0,705,0
322467,344,1213,2929,7911.0,609,0
322467,425,1604,158,99.0,722,0
3126,333,1553,1993,5161.0,1110,0
264834,344,1213,2929,7911.0,1109,0
204052,467,151,1056,1439.0,1107,0
99926,424,662,3432,5093.0,1111,0
193050,467,151,1056,1439.0,1111,2
193050,467,151,1056,1439.0,1111,0
271815,467,151,1056,1439.0,718,0
271815,467,151,1056,1439.0,718,0
271815,467,151,1056,1439.0,718,0
136252,368,1611,1816,2044.0,917,0
319269,444,387,830,6866.0,702,0
319269,444,387,830,6866.0,702,0
248027,467,151,1056,1439.0,1111,0
347191,390,464,235,2020.0,621,3
340732,357,1505,4688,4623.0,602,3
340732,357,1505,4688,4623.0,602,0
144736,472,737,801,5890.0,925,0
345497,425,1604,158,99.0,722,0
330007,398,267,823,6884.0,827,0
57235,472,737,801,5890.0,918,0
306032,472,737,801,5890.0,922,0
135966,400,748,1806,8282.0,1016,0
135751,477,420,1784,7936.0,901,0
378071,355,662,4464,7504.0,731,0
195297,357,1505,4688,4623.0,717,0
195297,357,1505,4688,4623.0,804,0
195297,357,1505,4688,4623.0,804,0
85960,423,351,3656,679.0,1030,0
135438,423,351,3656,679.0,1018,0
242341,458,1181,4964,5506.0,1009,0
88332,472,737,801,5890.0,1110,0
88332,472,737,801,5890.0,923,0
88332,472,737,801,5890.0,923,2
88332,472,737,801,5890.0,923,0
88332,472,737,801,5890.0,923,0
172648,467,151,1056,1439.0,1111,0
391967,368,1611,1816,2044.0,916,0
75153,368,1611,1816,2044.0,928,0
75153,368,1611,1816,2044.0,928,3
222201,323,1397,3677,5434.0,1015,0
256239,472,737,801,5890.0,920,0
10474,424,662,3432,5093.0,1025,0
10474,424,662,3432,5093.0,1111,0
10474,424,662,3432,5093.0,1111,0
10474,424,662,3432,5093.0,1111,0
418040,437,656,808,5181.0,1025,0
378775,472,737,801,5890.0,924,0
378775,472,737,801,5890.0,923,0
378775,472,737,801,5890.0,923,2
378775,472,737,801,5890.0,923,0
378775,472,737,801,5890.0,923,0
378775,472,737,801,5890.0,923,0
125480,368,1611,1816,2044.0,1026,0
55525,398,267,823,6884.0,827,0
55525,398,267,823,6884.0,827,0
406139,425,1604,158,99.0,626,0
320896,425,1604,158,99.0,620,3
411447,472,737,801,5890.0,923,0
406324,380,36,3560,2446.0,529,0
421814,344,1213,2929,7911.0,607,2
421814,344,1213,2929,7911.0,607,0
320643,334,1208,727,2276.0,1031,0
422180,391,1438,4687,277.0,910,0
422180,391,1438,4687,277.0,910,3
422180,391,1438,4687,277.0,910,0
422180,391,1438,4687,277.0,910,0
422180,391,1438,4687,277.0,910,0
422180,391,1438,4687,277.0,910,0
137058,477,420,1784,7936.0,1111,0
117575,477,420,1784,7936.0,1111,2
117575,477,420,1784,7936.0,1111,0
117575,477,420,1784,7936.0,1111,0
6828,368,1611,1816,2044.0,1111,0
409410,472,737,801,5890.0,924,0
50129,365,1213,1364,6326.0,1104,0
39189,368,1611,1816,2044.0,1111,0
39189,368,1611,1816,2044.0,1111,0
39189,368,1611,1816,2044.0,1110,0
114284,372,1112,4801,8424.0,1103,0
281765,467,151,1056,1439.0,819,0
358314,355,662,4464,7504.0,626,0
380244,477,420,1784,7936.0,1111,0
106839,369,267,3739,4243.0,1028,2
106839,369,267,3739,4243.0,1028,0
106839,369,267,3739,4243.0,1028,0
106839,369,267,3739,4243.0,1028,2
106839,369,267,3739,4243.0,1028,2
106839,369,267,3739,4243.0,1029,0
106839,369,267,3739,4243.0,1029,2
106839,369,267,3739,4243.0,1029,2
106839,369,267,3739,4243.0,1029,2
106839,369,267,3739,4243.0,1029,0
106839,369,267,3739,4243.0,1029,0
231938,368,1611,1816,2044.0,1106,0
76339,472,737,801,5890.0,925,0
76339,472,737,801,5890.0,925,0
76339,472,737,801,5890.0,925,0
76339,472,737,801,5890.0,925,0
76339,472,737,801,5890.0,925,2
82026,472,737,801,5890.0,924,0
299860,447,1553,957,6313.0,1108,0
392414,472,737,801,5890.0,924,0
392414,472,737,801,5890.0,924,0
392414,472,737,801,5890.0,924,2
124825,449,40,1102,1214.0,615,3
127477,391,1438,4687,277.0,909,0
172430,472,737,801,5890.0,926,0
172430,472,737,801,5890.0,922,0
172430,472,737,801,5890.0,922,0
23747,472,737,801,5890.0,923,3
23747,472,737,801,5890.0,923,0
23747,472,737,801,5890.0,923,0
23747,472,737,801,5890.0,924,0
358734,467,151,1056,1439.0,1111,0
141310,424,662,3432,5093.0,922,0
141310,424,662,3432,5093.0,922,0
311753,368,1611,1816,2044.0,1019,3
376116,376,184,4834,4471.0,805,0
376116,376,184,4834,4471.0,805,0
297276,476,812,442,7090.0,522,3
297276,476,812,442,7090.0,521,0
297276,476,812,442,7090.0,521,0
338197,425,1604,158,99.0,728,0
136365,352,991,3527,869.0,1030,0
63096,424,662,3432,5093.0,1111,2
63096,424,662,3432,5093.0,1108,0
156180,472,737,801,5890.0,922,0
261260,457,1397,651,8353.0,1111,0
261260,457,1397,651,8353.0,1111,0
406051,472,737,801,5890.0,925,0
32664,336,994,1129,5494.0,926,3
32664,336,994,1129,5494.0,822,0
32664,336,994,1129,5494.0,822,0
341296,467,151,1056,1439.0,1111,0
271393,472,737,801,5890.0,921,0
271393,472,737,801,5890.0,924,0
193220,357,1505,4688,4623.0,718,0
32118,368,1611,1816,2044.0,925,0
385306,467,151,1056,1439.0,1111,0
178221,472,737,801,5890.0,1003,3
220662,472,737,801,5890.0,923,0
220662,472,737,801,5890.0,923,2
220662,472,737,801,5890.0,923,0
220662,472,737,801,5890.0,923,0
220662,472,737,801,5890.0,923,0
379507,424,662,3432,5093.0,1005,0
272507,424,662,3432,5093.0,1111,0
422035,472,737,801,5890.0,925,0
255570,367,407,3001,5738.0,1106,0
130061,467,151,1056,1439.0,520,0
130061,467,151,1056,1439.0,520,0
201341,472,737,801,5890.0,925,0
89562,472,737,801,5890.0,924,0
259545,472,737,801,5890.0,1107,0
85336,430,407,795,3608.0,706,0
312181,368,1611,1816,2044.0,912,0
358096,455,662,1473,5496.0,915,0
408179,355,662,4464,7504.0,612,0
200006,467,151,1056,1439.0,905,0
242839,372,1112,4801,8424.0,1109,0
242839,372,1112,4801,8424.0,1109,3
64845,428,946,1963,6109.0,1027,0
400987,477,420,1784,7936.0,1101,0
383992,472,737,801,5890.0,1005,0
421393,472,737,801,5890.0,1008,0
122015,425,1604,158,99.0,627,0
361646,472,737,801,5890.0,923,0
263803,423,351,3656,679.0,1111,0
22218,472,737,801,5890.0,923,0
112355,472,737,801,5890.0,927,0
97687,428,946,1963,6109.0,1031,0
97687,428,946,1963,6109.0,1102,0
249232,472,737,801,5890.0,925,0
249232,472,737,801,5890.0,925,3
249232,472,737,801,5890.0,925,0
249232,472,737,801,5890.0,925,2
154657,457,1397,651,8353.0,1110,0
233657,368,1611,1816,2044.0,930,0
233657,368,1611,1816,2044.0,1026,0
233657,368,1611,1816,2044.0,1110,0
154785,472,737,801,5890.0,1004,0
111827,467,151,1056,1439.0,624,0
358867,408,1388,4659,7628.0,1108,0
249926,398,267,823,6884.0,1016,0
264494,376,184,4834,4471.0,725,0
25766,472,737,801,5890.0,1012,0
393332,457,1397,651,8353.0,1111,0
368595,393,662,1835,1374.0,620,0
211145,425,1604,158,99.0,812,0
33071,472,737,801,5890.0,924,2
257579,472,737,801,5890.0,1018,0
12638,472,737,801,5890.0,1015,0
363789,472,737,801,5890.0,924,0
245122,472,737,801,5890.0,1024,0
245122,472,737,801,5890.0,1024,0
59815,423,351,3656,679.0,1025,0
405558,472,737,801,5890.0,923,0
405558,472,737,801,5890.0,923,2
405558,472,737,801,5890.0,923,0
381065,384,1271,4404,418.0,628,0
241551,368,1611,1816,2044.0,911,0
17280,472,737,801,5890.0,1017,0
144354,362,36,3334,6352.0,621,0
146193,472,737,801,5890.0,921,0
210661,357,1505,4688,4623.0,707,0
135623,368,1611,1816,2044.0,913,0
143323,401,420,152,2773.0,927,0
376159,424,662,3432,5093.0,1111,2
376159,424,662,3432,5093.0,1110,3
156564,345,469,3085,2153.0,1111,0
89305,472,737,801,5890.0,920,0
220762,424,662,3432,5093.0,1110,0
220762,424,662,3432,5093.0,1110,0
220762,424,662,3432,5093.0,1111,0
220762,424,662,3432,5093.0,1111,0
220762,424,662,3432,5093.0,1111,2
220762,424,662,3432,5093.0,1111,0
407976,472,737,801,5890.0,926,0
407976,472,737,801,5890.0,923,2
407976,472,737,801,5890.0,923,0
407976,472,737,801,5890.0,923,0
407976,472,737,801,5890.0,923,0
407976,472,737,801,5890.0,923,0
407976,472,737,801,5890.0,923,0
407976,472,737,801,5890.0,923,2
100674,424,662,3432,5093.0,1004,0
179274,472,737,801,5890.0,925,0
264785,472,737,801,5890.0,924,0
20534,329,1505,957,6313.0,616,0
263043,464,302,191,1766.0,619,0
36870,476,812,442,7090.0,619,3
36870,476,812,442,7090.0,619,0
4250,472,737,801,5890.0,1009,0
261327,472,737,801,5890.0,922,0
338763,457,1397,651,8353.0,1105,0
338763,457,1397,651,8353.0,1105,0
338763,457,1397,651,8353.0,1101,0
338763,457,1397,651,8353.0,1102,0
338763,457,1397,651,8353.0,1102,0
277063,432,1228,1365,2297.0,705,3
232075,472,737,801,5890.0,922,0
188513,422,1112,4581,8296.0,706,0
356238,472,737,801,5890.0,923,0
356238,472,737,801,5890.0,923,0
356238,472,737,801,5890.0,923,0
356238,472,737,801,5890.0,923,0
356238,472,737,801,5890.0,923,2
331457,472,737,801,5890.0,924,0
244015,363,1577,28,4446.0,623,0
263677,469,821,2594,6439.0,618,0
93153,459,2,2813,5818.0,1101,0
380209,472,737,801,5890.0,925,2
16913,368,1611,1816,2044.0,1110,0
16913,368,1611,1816,2044.0,1110,0
16913,368,1611,1816,2044.0,1111,0
16913,368,1611,1816,2044.0,1111,2
310350,350,1661,2193,7744.0,1024,0
310350,350,905,2193,,1024,1
310350,350,1661,2193,7744.0,1024,0
310350,350,1661,2193,7744.0,1111,0
276810,472,737,801,5890.0,922,0
202424,368,1611,1816,2044.0,917,0
202424,368,1611,1816,2044.0,918,0
296531,472,737,801,5890.0,925,0
203483,343,656,3543,3563.0,1111,0
203483,343,656,3543,3563.0,1104,3
145728,472,737,801,5890.0,929,0
241527,472,737,801,5890.0,923,0
326351,472,737,801,5890.0,926,0
326351,472,737,801,5890.0,926,3
331506,397,1188,4322,4131.0,1028,0
331506,397,1188,4322,4131.0,1018,0
331506,397,1188,4322,4131.0,1111,0
331506,397,1188,4322,4131.0,1111,0
331506,397,1188,4322,4131.0,1111,2
331506,397,1188,4322,4131.0,1111,0
331506,397,1188,4322,4131.0,1022,0
331506,397,1188,4322,4131.0,1108,0
331506,397,1188,4322,4131.0,1104,0
415902,459,2,2813,5818.0,1111,0
168333,472,737,801,5890.0,923,0
268191,473,1188,1537,3772.0,1111,0
251291,368,1611,1816,2044.0,1104,0
401414,365,1213,1364,6326.0,526,0
91000,472,737,801,5890.0,923,2
91000,472,737,801,5890.0,923,0
91000,472,737,801,5890.0,923,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,3
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
191298,368,1611,1816,2044.0,1111,0
17128,464,302,191,1766.0,715,0
351645,425,1604,158,99.0,919,0
359637,424,662,3432,5093.0,1111,0
359637,424,662,3432,5093.0,1111,0
359637,424,662,3432,5093.0,1111,2
420340,453,1438,1350,2575.0,1102,0
292229,472,737,801,5890.0,925,0
292229,472,737,801,5890.0,925,0
292229,472,737,801,5890.0,925,2
384146,372,1112,4801,8424.0,1111,0
380569,472,737,801,5890.0,1003,2
401196,368,1611,1816,2044.0,923,0
101553,472,737,801,5890.0,925,0
405613,472,737,801,5890.0,925,0
65087,344,1213,2929,7911.0,1025,0
238226,337,1505,1221,7734.0,622,0
166225,462,786,4726,3188.0,1111,3
166225,462,786,4726,3188.0,1111,0
166225,462,786,4726,3188.0,1111,0
364511,424,662,3432,5093.0,1110,0
364511,424,662,3432,5093.0,1111,2
40084,472,737,801,5890.0,921,0
40084,472,737,801,5890.0,921,0
170582,457,1397,651,8353.0,1108,0
170582,457,1397,651,8353.0,1108,0
170582,457,1397,651,8353.0,1111,0
170582,457,1397,651,8353.0,1111,0
170582,457,1397,651,8353.0,1111,0
20762,467,151,1056,1439.0,1111,0
307465,472,737,801,5890.0,1014,0
398491,472,737,801,5890.0,927,0
398491,472,737,801,5890.0,927,0
398491,472,737,801,5890.0,924,2
104398,472,737,801,5890.0,922,0
48515,472,737,801,5890.0,922,0
238545,368,1611,1816,2044.0,925,2
238545,368,1611,1816,2044.0,925,0
238545,368,1611,1816,2044.0,925,0
238545,368,1611,1816,2044.0,925,0
375047,340,662,332,498.0,1020,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,4337.0,1111,2
343921,462,786,4726,4337.0,1111,2
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,3
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
343921,462,786,4726,3188.0,1111,0
222108,367,407,3001,5738.0,1002,0
355528,472,737,801,5890.0,1016,0
98233,426,1095,3857,7815.0,1007,0
234294,424,662,3432,5093.0,1108,0
169044,382,1577,3677,5434.0,1101,0
169044,382,1577,3677,5434.0,1101,0
169044,382,1577,3677,5434.0,1031,0
194377,472,737,801,5890.0,1106,0
70081,368,1611,1816,2044.0,1105,0
70081,368,1611,1816,2044.0,1105,0
228155,472,737,801,5890.0,1110,0
164662,472,737,801,5890.0,920,0
323124,467,151,1056,1439.0,1016,0
92471,368,1611,1816,2044.0,913,0
93778,372,1112,4801,8424.0,1101,0
352246,472,737,801,5890.0,920,0
206819,390,464,235,2020.0,722,0
16543,368,1611,1816,2044.0,909,0
231276,321,119,2193,3591.0,1110,0
202802,368,1611,1816,2044.0,1107,0
125646,457,1397,651,8353.0,923,0
113404,457,1397,651,8353.0,1111,0
113404,457,1397,651,8353.0,1015,3
113404,457,1397,651,8353.0,1101,0
113404,457,1397,651,8353.0,1101,0
113404,457,1397,651,8353.0,1105,0
282476,477,420,1784,7936.0,1026,3
282476,477,420,1784,7936.0,1026,0
30527,355,662,4464,7504.0,1111,0
382323,477,420,1784,7936.0,1022,0
354260,472,737,801,5890.0,925,0
83802,457,1397,651,8353.0,1107,0
336973,334,1208,727,2276.0,1025,0
50005,472,737,801,5890.0,925,0
50005,472,737,801,5890.0,925,0
50005,472,737,801,5890.0,925,2
50005,472,737,801,5890.0,925,0
50005,472,737,801,5890.0,925,0
50005,472,737,801,5890.0,1017,0
50005,472,737,801,5890.0,1017,0
50005,472,737,801,5890.0,929,0
274973,444,387,830,6866.0,1111,0
96227,424,662,3432,5093.0,1109,0
96227,424,662,3432,5093.0,1111,0
96227,424,662,3432,5093.0,1111,0
96227,424,662,3432,5093.0,1106,0
96227,424,662,3432,5093.0,1106,0
81356,425,1604,158,99.0,719,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,2
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,927,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,923,0
71869,472,737,801,5890.0,925,0
404458,422,1112,4581,8296.0,818,0
275647,425,1604,158,99.0,1012,0
21748,449,40,1102,1214.0,805,0
5612,418,1438,2813,5818.0,904,0
5612,418,1438,2813,5818.0,904,0
376264,472,737,801,5890.0,924,0
376264,472,737,801,5890.0,924,2
376264,472,737,801,5890.0,924,0
207437,472,737,801,5890.0,1016,3
343285,457,1397,651,8353.0,1110,0
102088,471,1266,4614,4331.0,822,0
102088,471,1266,4614,4331.0,822,0
